Emp ID,Name,Gender,Department,Salary,Start Date,FTE,Employee type,Date of termination,Manager?,Location
VT03093,Kaye Crocroft,Male,Sales,"$52,613 ",22-Sep-19,1,Temporary,,Staff,"Bellevue, USA"
VT03225,Wyatt Clinch,Male,Engineering,"$52,593 ",5-Feb-19,1,Temporary,,Staff,"Bellevue, USA"
VT03289,Kissiah Maydway,Male,Accounting,"$106,459 ",17-Dec-20,0.8,Temporary,,Staff,"Bellevue, USA"
VT03307,Tallie Chaikovski,Male,Sales,"$83,192 ",23-Dec-19,0.6,Temporary,,Staff,"Bellevue, USA"
VT03516,Margot Royds,Female,Human Resources,"$106,926 ",29-Jul-21,1,Temporary,,Staff,"Bellevue, USA"
VT03622,Sadie Ratt,Male,NULL,"$38,661 ",19-Jul-21,1,Temporary,,Staff,"Bellevue, USA"
VT03754,Leonerd Jiru,Female,Marketing,,11-May-21,1,Temporary,,Staff,"Bellevue, USA"
VT03863,Oates Dinan,Female,Research and Development,"$104,680 ",6-Dec-18,1,Temporary,,Staff,"Bellevue, USA"
VT03865,Michaella Perri,Male,Training,"$75,322 ",27-Sep-19,1,Temporary,2-Jul-20,Staff,"Bellevue, USA"
VT03947,Sheff Gerdts,Male,Business Development,"$89,157 ",20-Nov-20,1,Temporary,,Manager,"Bellevue, USA"
VT03993,Dulce Colbeck,Male,Human Resources,"$83,397 ",30-Jul-21,1,Temporary,,Manager,"Bellevue, USA"
VT04018,Brig Dewi,Male,Sales,"$108,252 ",24-Aug-19,1,Temporary,20-Oct-21,Staff,"Bellevue, USA"
VT04028,Michale Rolf,Male,Services,"$111,815 ",5-Jul-20,0.7,Temporary,,Staff,"Bellevue, USA"
VT04050,Toby Brodhead,Female,Accounting,"$98,402 ",14-Apr-21,1,Temporary,,Staff,"Bellevue, USA"
VT04091,Nicolis Winspire,Male,Engineering,"$45,649 ",30-Apr-20,0.4,Temporary,,Staff,"Bellevue, USA"
VT04093,Ewart Hovel,Female,Training,"$116,768 ",28-Aug-20,0.4,Temporary,,Manager,"Bellevue, USA"
VT04137,Marissa Infante,,Training,"$78,840 ",17-Oct-19,1,Temporary,3-Sep-20,Staff,"Bellevue, USA"
VT04276,Antonino Forsdicke,Male,Product Management,"$66,370 ",28-Jun-18,1,Temporary,,Staff,"Bellevue, USA"
VT04317,Abe Gayter,Male,Training,,12-Aug-21,1,Temporary,,Staff,"Bellevue, USA"
VT04333,Wilone  O'Kielt,Female,Business Development,"$114,875 ",28-Apr-19,1,Temporary,,Staff,"Bellevue, USA"
VT04467,Carolyn Attack ,Female,Marketing,"$70,756 ",16-Jan-21,0.8,Temporary,,Staff,"Bellevue, USA"
VT04538,Hartwell Pratchett,Female,Training,"$42,726 ",21-Apr-19,1,Temporary,,Manager,"Bellevue, USA"
VT04552,Theresita Chasmer,Female,Product Management,"$106,666 ",30-Nov-18,1,Temporary,,Manager,"Bellevue, USA"
VT04553,Curtice Advani,Male,Product Management,"$59,805 ",13-Nov-20,1,Temporary,,Staff,"Bellevue, USA"
VT04554,Mathian MacMeeking,Female,Services,"$45,063 ",22-Jan-22,0.8,Temporary,,Staff,"Bellevue, USA"
VT04627,Yvette  Bett,Male,Human Resources,"$76,320 ",6-Nov-21,0.8,Temporary,,Manager,"Bellevue, USA"
VT04634, Vasily MacVanamy,Male,Human Resources,"$84,474 ",24-Dec-18,1,Temporary,25-Dec-19,Staff,"Bellevue, USA"
VT04681,Nickolai  Artin,Female,Product Management,"$110,906 ",30-Mar-19,1,Temporary,,Staff,"Bellevue, USA"
VT04688, Trix Lutsch,Male,Business Development,"$106,400 ",11-Feb-19,1,Temporary,,Staff,"Bellevue, USA"
VT04700,Mollie Hanway,Male,NULL,"$112,646 ",4-Jul-19,1,Temporary,,Staff,"Bellevue, USA"
VT04770,Jaime Dowe,Female,Accounting,"$39,940 ",1-Dec-18,0.7,Temporary,,Staff,"Bellevue, USA"
VT04994,Garwin Peasegood,Female,Engineering,"$68,218 ",15-Jan-22,1,Temporary,,Staff,"Bellevue, USA"
VT00174,Aile Strathearn,Female,Marketing,"$114,598 ",12-Feb-22,0.9,Fixed Term,,Staff,"Bellevue, USA"
PR00916,Inger Chapelhow,Female,Research and Development,"$84,310 ",1-Mar-22,1,Permanent,,Staff,"Bellevue, USA"
PR04601,Nananne Gehringer,,Support,"$104,803 ",2-Mar-22,1,Permanent,,Manager,"Bellevue, USA"
PR00665,Codi Beck,Female,Business Development,"$40,556 ",4-Mar-22,0.3,Permanent,,Staff,"Bellevue, USA"
TN02988,Hobie Stockbridge,Male,Engineering,"$92,944 ",10-Mar-22,1,Permanent,,Staff,"Bellevue, USA"
