Emp ID,Name,Gender,Department,Salary,Start Date,FTE,Employee type,Date of termination,Manager?,Location
TN02570,Grady Rochelle,Female,Accounting,"$69,163 ",24-Feb-19,1,Permanent,,Staff,"Los Angeles, USA"
TN02627,Jeane Bermingham ,Male,Research and Development,"$116,977 ",4-Mar-20,1,Permanent,,Staff,"Los Angeles, USA"
TN02667,Lizzie Mullally,Male,Support,,16-Jan-20,0.2,Permanent,,Staff,"Los Angeles, USA"
TN02714,Laney Renne,Male,Engineering,"$57,349 ",30-Dec-19,1,Permanent,,Staff,"Los Angeles, USA"
TN02748,Rois Garrigan,Male,Accounting,"$61,430 ",5-Mar-20,1,Permanent,,Staff,"Los Angeles, USA"
TN02792,Sarene Creeboe ,Male,Product Management,"$35,834 ",7-Nov-21,1,Permanent,,Manager,"Los Angeles, USA"
TN02817,Lindi Morfey,Male,Training,"$99,470 ",12-Jul-19,0.8,Permanent,,Manager,"Los Angeles, USA"
TN02833,Angeline Christophersen,Female,Engineering,"$86,942 ",8-Jun-21,1,Permanent,,Manager,"Los Angeles, USA"
TN02844,Alfred Peplay,Female,Human Resources,"$60,576 ",17-May-20,1,Permanent,,Staff,"Los Angeles, USA"
TN02846,Warner Carwithan,Female,Support,"$113,763 ",17-Oct-19,1,Permanent,,Staff,"Los Angeles, USA"
TN02883,Iain Wiburn,Female,Sales,"$84,763 ",20-Dec-18,1,Permanent,2-Oct-20,Staff,"Los Angeles, USA"
TN02936, Mable Phythian,Female,Engineering,"$29,999 ",26-Dec-20,1,Permanent,,Staff,"Los Angeles, USA"
TN02949,Georgianne Archbutt ,Female,Services,"$45,601 ",26-Jul-18,1,Permanent,,Staff,"Los Angeles, USA"
TN02967,Grady Crosgrove ,,Sales,"$77,914 ",11-Jul-19,1,Permanent,,Manager,"Los Angeles, USA"
TN03050,Ingunna Wainscoat,Male,Support,"$73,238 ",1-Jan-21,1,Permanent,,Staff,"Los Angeles, USA"
TN03057,Joella Maevela,Female,Sales,"$76,215 ",18-May-21,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03169,Doe Clubley,Female,Product Management,"$67,818 ",2-Mar-19,0.6,Fixed Term,,Staff,"Los Angeles, USA"
TN03196,Ignacio Delion,Female,Engineering,"$113,692 ",21-Dec-20,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03210,Kellsie Waby,Male,Training,"$79,568 ",21-Oct-18,1,Fixed Term,23-Apr-20,Staff,"Los Angeles, USA"
TN03231, Kienan Epinay,Male,Marketing,"$91,121 ",16-Oct-20,0.9,Fixed Term,,Manager,"Los Angeles, USA"
TN03253,Meryl Waggatt,Female,Business Development,"$77,065 ",2-Feb-20,0.3,Fixed Term,,Staff,"Los Angeles, USA"
TN03299,Dane Wudeland,Female,Accounting,"$80,032 ",18-Jun-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03331,Crawford Scad,Male,Human Resources,"$72,877 ",27-Sep-19,0.4,Fixed Term,,Manager,"Los Angeles, USA"
TN03355,Ruby Cracie,Male,Research and Development,"$78,706 ",5-Mar-19,1,Fixed Term,,Manager,"Los Angeles, USA"
TN03363,Onofredo Hassan,Male,Product Management,"$52,217 ",4-Apr-20,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03376,Leilah Yesinin,Female,Research and Development,"$92,447 ",2-Jan-20,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03409,Ambrosio Daniely,Female,Support,"$80,059 ",19-Jun-19,1,Fixed Term,,Senior Manager,"Los Angeles, USA"
TN03448,Gardy Grigorey,Female,Support,"$107,094 ",7-Jun-20,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03575,Janina Wolverson,Female,Research and Development,"$99,684 ",4-Jun-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03611,Barnaby  Farnall,,Engineering,"$118,799 ",13-Jul-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03615,Sabina Scorrer,Female,Support,"$70,926 ",17-Aug-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03641, Ferrell Skepper,Female,Research and Development,"$30,251 ",30-Dec-19,0.7,Fixed Term,,Staff,"Los Angeles, USA"
TN03661,Juanita  Trembey,,Business Development,"$54,780 ",27-Aug-20,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03715,Joey Keedwell,Female,Marketing,"$107,441 ",15-Jun-21,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03741,Madge McCloughen,,Training,"$91,312 ",10-Feb-19,1,Fixed Term,,Manager,"Los Angeles, USA"
TN03759,Gwenneth Fealey,Female,NULL,"$114,772 ",3-Jan-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03773,Miguel  Woolner,Male,Training,"$51,741 ",13-Oct-19,1,Fixed Term,28-Oct-21,Staff,"Los Angeles, USA"
TN03801,Jannel Labb,Female,Research and Development,"$47,913 ",27-Oct-18,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03818,Bev Lashley,Male,Business Development,"$112,105 ",4-Jul-20,0.3,Fixed Term,,Staff,"Los Angeles, USA"
TN03890,Joyce  Esel,Male,Sales,"$101,392 ",27-Dec-20,0.6,Fixed Term,,Staff,"Los Angeles, USA"
TN03901,Elia Cockton ,Female,Support,"$75,282 ",23-Sep-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN03906,Bev  Lashley,Male,Business Development,"$112,105 ",3-May-18,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04058,Bari Toffano,Male,Product Management,"$106,775 ",8-Aug-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04067,Lea Chaplin,Female,Human Resources,"$73,489 ",15-Aug-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04084, Kakalina Stanaway,Male,Human Resources,"$97,020 ",2-Mar-21,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04105,Milton Lilie,Female,Business Development,"$46,466 ",22-Dec-19,1,Fixed Term,17-Mar-22,Staff,"Los Angeles, USA"
TN04132,Adi Seawright,Female,Marketing,"$48,592 ",2-Feb-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04166,Tadio  Dowdle,Female,Product Management,"$91,930 ",11-Jan-21,1,Fixed Term,,Manager,"Los Angeles, USA"
TN04175,Hinda Label ,Female,Human Resources,"$92,704 ",26-Mar-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04247,Minna Showler,Female,Training,"$105,372 ",17-Apr-20,1,Fixed Term,,Manager,"Los Angeles, USA"
TN04265, Rey Chartman,Female,Training,"$93,964 ",15-Jan-22,0.4,Fixed Term,,Staff,"Los Angeles, USA"
TN04445,Herschel  Wareham,Male,Services,"$110,831 ",20-Nov-18,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04456,Collette Blackaller,Female,Human Resources,"$42,376 ",30-Apr-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04462,Sisely  Gatsby,Female,Support,"$85,666 ",28-Feb-19,1,Fixed Term,,Manager,"Los Angeles, USA"
TN04584,Amii Elms,Female,Business Development,"$53,920 ",4-Oct-18,0.5,Fixed Term,,Staff,"Los Angeles, USA"
TN04649,Payton Pickervance,Male,Marketing,"$117,016 ",16-Aug-18,1,Fixed Term,,Senior Manager,"Los Angeles, USA"
TN04660,Thedrick Bothwell,Male,Business Development,"$69,764 ",30-Apr-21,1,Fixed Term,3-Mar-22,Staff,"Los Angeles, USA"
TN04699,Dewie  Stodart,Male,Accounting,"$78,023 ",26-Mar-19,0.7,Fixed Term,,Staff,"Los Angeles, USA"
TN04740,Tristam Cuming,Female,Support,"$104,039 ",16-Apr-20,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04754,Kincaid Hellicar,Male,Business Development,"$96,608 ",13-May-20,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04789,Monroe Hendrickx,Male,Accounting,"$34,076 ",25-Oct-18,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04828,Ardyce Eacott,Female,Human Resources,"$92,473 ",7-May-19,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04892,Luca Wolstenholme,Male,Engineering,"$53,184 ",21-Jul-18,1,Fixed Term,,Staff,"Los Angeles, USA"
TN04937,Alvie Keming,Female,Legal,"$37,839 ",19-Jun-19,1,Fixed Term,2-Dec-21,Staff,"Los Angeles, USA"
VT00017,Maible Azemar,Male,Accounting,,3-Jan-21,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00050,Ulick Maingot,Female,Services,42818.03,30-Nov-18,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00056,Hiram Merkle,Male,Legal,116094.42,25-May-19,0.5,Fixed Term,,Staff,"Los Angeles, USA"
VT00102,Althea Bronger,Male,Product Management,104335.04,15-Apr-21,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00194,Violante Courtonne,Female,Product Management,49625.64,7-Nov-21,0.5,Fixed Term,,Manager,"Los Angeles, USA"
VT00269,Duky Wallace,Male,Business Development,102144.43,15-Dec-19,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00302,Carolin Fieldstone,Female,Marketing,36919.81,9-Jul-20,1,Fixed Term,,Senior Manager,"Los Angeles, USA"
VT00306,Francoise Godbold,Male,Sales,46352.78,23-Nov-18,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00412,Bert Yaakov,Male,Research and Development,72036.49,19-Oct-18,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00433,Tyson Prescote,Male,Human Resources,29421.71,14-Aug-20,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00443,Ronnie Mesias ,Male,Support,86362.79,5-Jun-18,1,Fixed Term,,Manager,"Los Angeles, USA"
VT00539,Maggie Ruberti,Male,Training,108339.61,18-Sep-20,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00567,Georg Dinnage ,Male,Training,88328.07,15-Aug-19,1,Fixed Term,,Manager,"Los Angeles, USA"
VT00670,Caro Hainsworth,Male,Marketing,77471.53,27-Dec-18,1,Fixed Term,15-Feb-21,Manager,"Los Angeles, USA"
VT00714,Georg Dinnage,Male,Training,88328.07,28-Jan-21,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00828,Willi Vasey,Female,Support,43024.07,4-Feb-20,0.3,Fixed Term,,Manager,"Los Angeles, USA"
VT00952,Penni Patemore,Male,Services,29327.47,20-Mar-21,1,Fixed Term,,Staff,"Los Angeles, USA"
VT00987,Bayard Gendricke,Male,Legal,40984.45,23-May-20,1,Fixed Term,,Manager,"Los Angeles, USA"
VT01051,Efrem Mathonnet ,Female,Human Resources,107021.57,25-May-21,0.3,Fixed Term,2-Feb-22,Staff,"Los Angeles, USA"
VT01232,Kalle Goldie,Female,Services,61436.41,17-Oct-20,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01246,Zach Polon,Male,Marketing,53535.62,6-Feb-21,0.5,Fixed Term,,Staff,"Los Angeles, USA"
VT01362, Ewart Laphorn,Female,Training,119109.28,12-Dec-19,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01446,Elliot Tuplin,Female,Sales,44534.79,8-Mar-20,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01523,Charmane Heistermann,Female,Business Development,86558.58,26-Jun-20,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01574,Jolynn Edkins,Female,Support,,23-Nov-21,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01579,Kingsley Hagard,Male,Engineering,32806.22,22-Aug-21,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01604,Mickey Pybus ,Male,Human Resources,87847.65,4-Jun-21,0.4,Fixed Term,,Staff,"Los Angeles, USA"
VT01610,Gilles Jaquet,Female,Accounting,76303.82,24-Apr-19,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01803,Freddy Linford,Female,Training,93128.34,5-Jul-18,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01878,Josepha Keningham,Male,Human Resources,42988.74,21-May-19,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01971,Purcell Le Pine,,Legal,101216.95,3-Nov-19,1,Fixed Term,,Staff,"Los Angeles, USA"
VT01996,Hali Behnecke,Male,Human Resources,65569.36,12-Nov-18,1,Fixed Term,,Staff,"Los Angeles, USA"
VT02006,Garwood Penhale,Female,Business Development,96642.61,27-Nov-20,1,Fixed Term,,Staff,"Los Angeles, USA"
VT02076,Max Shower,Male,Training,67509.01,16-Nov-21,0.3,Fixed Term,,Staff,"Los Angeles, USA"
VT02118,Northrop Reid,Female,NULL,51165.37,10-Jun-21,1,Fixed Term,,Staff,"Los Angeles, USA"
VT02134,Evanne Levens,Male,Human Resources,36878.47,17-Nov-19,1,Fixed Term,,Staff,"Los Angeles, USA"
VT02179,Bryana  Loyns,Male,Sales,55275.35,6-Oct-18,1,Fixed Term,,Staff,"Los Angeles, USA"
VT02247,Kayley Southwell,Female,Marketing,101669.55,21-Sep-20,0.9,Temporary,,Staff,"Los Angeles, USA"
VT02319,Aluin Churly,Female,Research and Development,96555.53,24-May-19,0.2,Temporary,,Senior Manager,"Los Angeles, USA"
VT02374,Delphine Jewis,Female,Accounting,71823.56,1-Feb-19,0.3,Temporary,,Staff,"Los Angeles, USA"
VT02417,Evangelina Lergan,Male,Support,61214.26,12-Jul-18,1,Temporary,,Staff,"Los Angeles, USA"
VT02458,Quintina Kilgannon,Female,Legal,86485.02,1-Oct-18,1,Temporary,,Staff,"Los Angeles, USA"
VT02539,Devinne Tuny,Male,Engineering,39969.72,10-Apr-19,1,Temporary,,Staff,"Los Angeles, USA"
VT02545,Gretchen Callow ,Female,Training,33919.58,6-Jan-22,1,Temporary,,Staff,"Los Angeles, USA"
VT02594,Hilliary Roarty,Male,Services,104767.43,20-May-20,1,Temporary,,Staff,"Los Angeles, USA"
VT02663,Ignacius Losel,Male,Legal,28481.16,1-Jun-21,1,Temporary,,Staff,"Los Angeles, USA"
VT03072,Hatti Vezey,Female,Business Development,116238.76,21-Nov-20,0.2,Temporary,,Staff,"Los Angeles, USA"
VT03146,Lil Ibberson,Male,Business Development,75919.35,4-Oct-20,1,Temporary,,Senior Manager,"Los Angeles, USA"
VT03205,Blythe Clipston,Female,Human Resources,35671.82,15-Nov-20,1,Temporary,,Manager,"Los Angeles, USA"
VT03219,Berna Dubery,Male,Services,69725.65,6-Dec-18,1,Temporary,,Staff,"Los Angeles, USA"
VT03298,Nonah Bissell,Male,Engineering,82239.53,16-May-20,1,Temporary,,Staff,"Los Angeles, USA"
VT03349,Teressa Gooddie,Male,Services,45499.62,26-Aug-21,1,Temporary,,Staff,"Los Angeles, USA"
VT03394,Andrea Penfold,Male,Marketing,70227.9,4-Sep-21,1,Temporary,,Staff,"Los Angeles, USA"
VT03421,Alic Bagg,Male,Legal,113747.56,15-Jul-21,0.7,Temporary,,Staff,"Los Angeles, USA"
VT03496,Jakob Philippe,Male,Marketing,51914.1,12-Aug-19,1,Temporary,,Manager,"Los Angeles, USA"
VT03500,Floyd  Cowgill,Male,Support,37062.1,10-Oct-21,1,Temporary,,Staff,"Los Angeles, USA"
VT03537,Renaldo Thomassin,Male,Business Development,73360.38,21-Sep-20,1,Temporary,,Staff,"Los Angeles, USA"
VT03552,Karyn Creeghan,Male,Engineering,36536.26,11-Oct-21,1,Temporary,,Staff,"Los Angeles, USA"
VT03594,Duffie  Ibel,Male,Sales,61009.97,28-Nov-21,1,Temporary,,Staff,"Los Angeles, USA"
VT03637,Juditha Hatherleigh,Female,Human Resources,34825.83,31-Dec-20,1,Temporary,,Staff,"Los Angeles, USA"
VT03701,Richy Gray,Female,Product Management,89829.33,25-Mar-20,1,Temporary,1-Jun-21,Staff,"Los Angeles, USA"
VT03813,Sharron Petegree,Female,Product Management,87289.95,5-Apr-19,1,Temporary,,Staff,"Los Angeles, USA"
VT03849,Leonidas Cavaney,Male,Accounting,52246.29,18-Aug-19,1,Temporary,,Staff,"Los Angeles, USA"
VT03853, Mirna Etoile,Female,Legal,29971.33,11-Mar-20,1,Temporary,,Staff,"Los Angeles, USA"
VT03909,Townie Dongall,Male,Legal,48632.8,2-Feb-21,1,Temporary,,Staff,"Los Angeles, USA"
VT03973,Cheryl Mantz,Male,Sales,35739.86,11-Sep-20,1,Temporary,,Staff,"Los Angeles, USA"
VT03988,Oby Sorrel,Female,Support,58935.92,9-Jan-20,1,Temporary,,Senior Manager,"Los Angeles, USA"
VT04074, Nessy Baskwell,Male,Services,58131.78,21-Feb-21,1,Temporary,23-Dec-21,Staff,"Los Angeles, USA"
VT04088,Desi Peniman,Female,Legal,31089.22,5-Nov-21,0.9,Temporary,,Manager,"Los Angeles, USA"
VT04195,Glennis  Fussen,Female,Sales,58368.29,9-Sep-19,1,Temporary,28-Jan-21,Staff,"Los Angeles, USA"
VT04216,Beatriz Bateson,Male,Marketing,89090.88,24-Jan-19,0.2,Temporary,,Manager,"Los Angeles, USA"
VT04221,Anabal Cooke,Female,Product Management,31923.48,12-Jan-19,1,Temporary,,Staff,"Los Angeles, USA"
VT04270,Ondrea Banfield ,Female,Engineering,107791,27-Aug-21,1,Temporary,,Staff,"Los Angeles, USA"
VT04273,Brad Gumb,Male,Accounting,38825.18,19-Dec-19,1,Temporary,,Staff,"Los Angeles, USA"
VT04351,Roth Bourget,Male,Services,28871.39,25-Apr-21,1,Temporary,,Staff,"Los Angeles, USA"
VT04415,Malory Biles,Female,Training,58744.17,12-Jul-18,1,Temporary,,Staff,"Los Angeles, USA"
VT04561,Garwin Baldcock,Male,Services,85827.89,2-May-20,1,Temporary,,Staff,"Los Angeles, USA"
VT04645,Torey Rosell,Male,Accounting,82665.98,21-Dec-18,1,Temporary,,Staff,"Los Angeles, USA"
VT04701,Leela  Eckart,Male,Legal,90338.37,24-Aug-18,1,Temporary,,Staff,"Los Angeles, USA"
VT04745,Glynis Avramovsky,Female,Training,45750.67,2-Dec-21,1,Temporary,,Staff,"Los Angeles, USA"
VT04768,Corina Triner ,Male,Sales,66102.77,1-Sep-19,1,Temporary,,Staff,"Los Angeles, USA"
VT04798,Gray Seamon,Female,Business Development,78542.69,16-Feb-19,0.7,Temporary,,Staff,"Los Angeles, USA"
VT04812,Issy McLevie ,Male,Research and Development,84936.98,13-Aug-21,1,Temporary,,Staff,"Los Angeles, USA"
VT04825,Greta Bagehot,Female,NULL,111424.74,27-Dec-21,1,Temporary,,Staff,"Los Angeles, USA"
VT04874,Northrup Aires,Female,Human Resources,118296.3,17-Sep-19,1,Temporary,,Staff,"Los Angeles, USA"
VT04905,Bryant Scamp,Female,Human Resources,29808.07,10-Nov-18,0.3,Temporary,,Manager,"Los Angeles, USA"
VT05004,Archaimbaud Pinchin ,Male,Marketing,40271.57,26-Jun-18,1,Temporary,,Staff,"Los Angeles, USA"
VT05013,Oby Sorrel,Female,Support,58935.92,28-Sep-21,1,Temporary,,Staff,"Los Angeles, USA"
PR03034,Estell Kingsland,Male,Sales,32192.15,4-Feb-22,1,Permanent,,Staff,"Los Angeles, USA"
VT01146,Murial Ickovici,Female,Business Development,72502.47,5-Feb-22,1,Fixed Term,,Staff,"Los Angeles, USA"
PR01811,Enrichetta Mowles,Female,Accounting,74385.09,18-Feb-22,1,Permanent,,Manager,"Los Angeles, USA"
TN02674,Antonetta  Coggeshall,Male,Sales,96753.78,25-Feb-22,1,Permanent,,Staff,"Los Angeles, USA"
SQ03937,Felita Whitloe,Male,Training,63454.32,26-Feb-22,1,Permanent,,Staff,"Los Angeles, USA"
PR02360,Josie Barnson,Female,Training,74109.82,27-Feb-22,1,Permanent,,Staff,"Los Angeles, USA"
SQ04182,Verney Sloegrave,Male,Sales,84499.39,27-Feb-22,0.7,Permanent,,Manager,"Los Angeles, USA"
VT00909,Karee Ruslinge,Female,Human Resources,82298.15,28-Feb-22,1,Fixed Term,,Staff,"Los Angeles, USA"
PR04922,Corri Ellcome,Female,NULL,81176.36,4-Mar-22,1,Permanent,,Staff,"Los Angeles, USA"
TN02231,Morten Dumphy,Male,Legal,111482.2,10-Mar-22,1,Permanent,,Manager,"Los Angeles, USA"
